0, 0.1, 39216.1219082, 1911.38102621, 184.608711004
1, 0.1, 10871.6465822, 1155.58219286, 185.446945906
2, 0.1, 6536.17726726, 938.753198534, 191.096879005
3, 0.1, 4275.74557462, 874.893701716, 186.003592014
4, 0.1, 3289.3274948, 885.802441446, 184.18351388
5, 0.1, 2797.63546043, 960.005767408, 193.426186085
6, 0.1, 2186.40018222, 940.500230879, 197.409992933
7, 0.1, 1773.62081274, 1054.60381467, 201.067189932
8, 0.1, 1463.1796964, 1000.56400604, 195.368537903
9, 0.1, 1242.5605882, 988.592754384, 191.107270002
10, 0.1, 1105.67642428, 1139.07463044, 203.68951416
11, 0.1, 928.091531745, 1193.46331863, 208.889539003
12, 0.1, 1072.83150665, 1117.80583508, 202.366073847
13, 0.1, 789.011136172, 1181.46685674, 206.25039196
14, 0.1, 810.589541633, 1105.06490444, 207.149074078
15, 0.05, 475.086953875, 1078.65096231, 212.40019393
16, 0.05, 259.439606417, 1114.61463624, 202.038380861
17, 0.05, 271.601872899, 1086.17948551, 204.347920895
18, 0.05, 153.716027381, 1062.93622513, 192.431989908
19, 0.05, 222.317465896, 1079.68116978, 195.828640938
20, 0.025, 154.916613193, 1094.48970416, 201.527892828
21, 0.025, 142.828574937, 1055.98731392, 202.26218009
22, 0.025, 110.564665056, 1073.72556867, 212.722805977
23, 0.025, 110.481935769, 1115.71464991, 204.154830933
24, 0.025, 74.4465387232, 1129.04720055, 198.980996847
25, 0.0125, 91.2704110925, 1112.30374107, 202.71114397
26, 0.0125, 82.0816328462, 1114.85375176, 209.192219973
27, 0.0125, 76.1603308228, 1116.30410102, 204.432739019
28, 0.0125, 72.5907110832, 1084.12968886, 204.336363077
29, 0.0125, 54.7580983885, 1096.37497936, 207.113065004
