0, 0.1, 1.4864106597, 1132.12492144, 86.3093857765
1, 0.1, 1.08928522067, 1130.60730012, 96.3858029842
2, 0.1, 0.93209893949, 1133.65077417, 98.2826590538
3, 0.1, 0.832281446791, 1134.72034357, 102.338799953
4, 0.1, 0.74568404696, 1136.7759834, 102.008041143
5, 0.1, 0.687877915715, 1138.74135366, 105.255015135
6, 0.1, 0.639155039793, 1141.07606164, 100.817502975
7, 0.1, 0.598975116816, 1142.46690285, 108.746727943
8, 0.1, 0.566395954756, 1144.32387456, 107.739006996
9, 0.1, 0.53984416714, 1147.13339482, 100.291184187
10, 0.1, 0.514585559636, 1149.1679272, 106.78319788
11, 0.1, 0.492245522281, 1150.67319218, 102.715893984
12, 0.1, 0.472047515418, 1152.30224169, 95.8646290302
13, 0.1, 0.455230311732, 1154.07153027, 96.5133960247
14, 0.1, 0.438543867303, 1156.13434198, 96.5094690323
15, 0.05, 0.422121072835, 1156.96749002, 85.6158738136
16, 0.05, 0.415333098649, 1157.81035586, 88.2599401474
17, 0.05, 0.408580685273, 1158.62066204, 91.808822155
18, 0.05, 0.402364305771, 1159.44704657, 90.140501976
19, 0.05, 0.396307546955, 1160.30370129, 81.3001000881
20, 0.025, 0.389892919686, 1160.68729643, 87.1941020489
21, 0.025, 0.387106277663, 1161.08271253, 89.3278470039
22, 0.025, 0.384346918597, 1161.48099819, 88.4250020981
23, 0.025, 0.381622814827, 1161.86074147, 84.3717269897
24, 0.025, 0.37895854997, 1162.25269854, 86.2485070229
