0, 0.1, 16.909693254, 1146.66473043, 67.5108289719
1, 0.1, 34.1812824182, 1063.58594489, 66.5460121632
2, 0.1, 11.2630934454, 1118.9376082, 66.8023030758
3, 0.1, 11.1548920036, 1110.65313807, 66.5734469891
4, 0.1, 9.53817104252, 1120.80312965, 68.0914411545
5, 0.1, 6.20288014562, 1132.7197858, 63.8462741375
6, 0.1, 5.52788628423, 1145.17046743, 67.9379999638
7, 0.1, 3.53897990198, 1140.19813192, 68.4746010303
8, 0.1, 4.95735646149, 1146.63391473, 67.8169829845
9, 0.1, 4.08258777039, 1169.95109279, 66.6537971497
10, 0.1, 4.7508456595, 1162.27840534, 72.0490679741
11, 0.1, 5.64910867107, 1168.81498651, 70.6742539406
12, 0.1, 3.39055194731, 1169.22208729, 68.270786047
13, 0.1, 3.52003027478, 1181.43039862, 66.9536042213
14, 0.1, 4.33579559192, 1194.53905728, 66.9613070488
15, 0.05, 2.16676213346, 1188.31423724, 71.2635848522
16, 0.05, 2.19775945279, 1194.53067997, 68.298995018
17, 0.05, 2.01751014314, 1192.46045344, 72.5782430172
18, 0.05, 2.08837625745, 1194.62490504, 74.1550650597
19, 0.05, 1.67857984323, 1201.90876886, 70.2122681141
