denotation_accuracy,denotation_correct,denotation_total,sentence_accuracy,sentence_correct,sentence_total,token_accuracy,token_correct,token_total
0.9983333333333333,599,600,0.9966666666666667,598,600,0.9990209213645265,19387,19406
